term	translation
impedito	criar obstáculos \ impedir \ obstaculizar \ obstar
impeditus	impedido
impello	empurrar \ impelir
impensa	despesa \ progresso
impensus	caro \ custoso \ dispendioso
imperandi modus	imperativo
imperare	comando \ governar \ mandar \ reinar
imperativus	imperativo \ modo imperativo \ modo imperativo
imperativus modus	imperativo
imperator	imperador \ comandante \ controle \ imperador \ imperador
imperator momozono	imperador momozono
imperator sacuramati	imperador sakuramachi
imperatores brasiliae	brasil império
imperatores constantinopolitani	lista de imperadores bizantinos
imperatores iaponiae	lista de imperadores do japão
imperatores romani sacri	lista de imperadores do sacro império romano
imperatores russiae	lista de monarcas russos
imperatrix	imperatriz
imperatrix go-sacuramati	imperatriz go-sakuramachi
imperatum	comando \ ordem
imperfectio	imperfeição
imperfectum	imperfeito \ imperfectivo
imperia	impéria
imperialis	imperial
imperialismus	imperialismo \ imperialismo
imperialismus linguisticus	imperialismo linguístico \ imperialismo linguístico
imperiosus	poderoso \ imperioso \ potente
imperito	ordenar
imperitus	inexperiente
imperium	império \ governo \ controle \ imperium \ império
imperium austro-hungaricum	áustria-hungria
imperium britannicum	império britânico \ império britânico
imperium byzantinum	império bizantino
imperium cossanum	império dos kushana
imperium galacticum	império galático
imperium germanicum	império alemão
imperium incae	incas
imperium ottomanicum	império otomano
imperium persarum	império persa
imperium romanum	império romano
imperium romanum orientale	império bizantino
imperium romanum sacrum	sacro império romano-germânico \ santo império romano da nação germânica
imperium romanum sacrum nationis germanicae	sacro império romano-germânico \ santo império romano da nação germânica
imperium russicum	império russo
impero	comandar \ controlar \ governar
impertinens	impertinente
impertinentia	impertinência
imperturbabilis	plácido \ sereno \ tranquilo
imperturbatus	plácido \ sereno \ tranquilo
impetibilis	insuportável \ intolerável
impetratio	realização
impetro	obter \ conseguir \ impetrar
impetus	assalto \ atacar \ ataque \ ímpeto
impilium	meia
impingere	empurrar
impius	irreverente
implantatio	implantação
implanto	implantar
implantologia dentaria	impalotologia dentária
implatologia dentaria	impalotologia dentária
impleo	encher \ plenificar
impluvium	implúvio
importabilis	insuportável \ intolerável
importens	importante
importunitas	indiscression \ insolência
importunus	rude
impositio	imposição
impossibilis	impossível
impotens	impotente
impotentia	impotência
impotentia erecti	disfunção erétil \ disfunção erétil
imprehendo	empreender
imprendo	empreender
impressio	impressão \ impressão
impressus	impresso
imprimatur	imprimatur
imprimeo	imprimir
imprimis	especialmente
imprimo	imprimir
improbe	mal
improbus	malvado \ desonesto \ ultrajante
improviso	repentinamente
improvisus	inesperado \ inopinado
imprudenter	precipitadamente
imprudentia	imprudência \ ignorância
impubes	imberbe \ criança \ criança
impudens	insolente
impulsare	empurrar
impulsio	impulsão
impulsus	impulso
impunitas	impunidade
impuratus	sujo \ abandonado \ suja
impuritas	impuridade
impurus	impuro
imputare	imputar
imputatione	imputação
imus	ínfimo
imuthes	imhotep
in	em \ na \ no
in actu	na prática
in cassum	em vão \ inutilmente
in catilinam oratio i	catilinárias
in crastinum	até amanhã
in dies	dia a dia
in domo	em casa
in ecclesia laetitiam hominum est.	igreja (arautos do evangelho_são paulo - brazil)
in ecclesiam laetitiam hominum est	igreja
in eminenti	in eminenti
in extenso	por extenso
in flagrante delicto	em flagrante \ com a boca na butija
in hoc signom vincis	in hoc signo vincis
in ictu oculi	num piscar de olhos
in integrum	na íntegra
in maerere esse	estar profundamente pesaroso
in matrimonio...cum liberis	married... with children
in multam noctem	até alta noite
in nuce	em poucas palavras
in omne tempus	para sempre
in perpetuum	para sempre
in personam	na pessoa \ pessoalmente \ em pessoa
in posterum	para o futuro
in posterum diem	para o dia seguinte
in praesentia	nos dias de hoje
in praetereundo	en passant \ en passant
in presentia actuale	na pessoa
in proximum	até a próxima
in quo loco	onde
in reliquum tempus	no futuro
in secreto	secretamente
in silico	in silico
in summo	para rematar \ por fim
in tempore	na hora certa \ no devido tempo
in tempus veniens	para o futuro
in through the out door	in through the out door
in unguem	à risca, com exatidão
in varietate concordia	unidade na diversidade
in vino veritas	no vinho a verdade
in vitro	in vitro
in-	in- \ sem
inaequalis	diferente
inaequalitas	desigualdade
inaequatio	desigualdade \ desigualdade
inaequitas reditus	desigualdade econômica
inaestimabilis	inumerável
inambulo	passear
inaniloquium	absurdo \ conversa vã
inanis	vazio \ vacante \ vago
inanitas	inanidade
inaniter	debalde \ em vão \ inutilmente
inaquosus	árido
inardesco	brilhar
inaro	cultivar
inaudibilis	inaudível
inaudio	aprender \ desconhecer
inauguratio	inauguração
inauguratus	inaugurado
inauguro	inaugurar
inaurare	dourar
inaurata	dourado
inauratum	dourado
inauratus	dourado \ áureo
inauris	brinco
inauro	dourar
inbibo	beber
incantamentum	feitiço \ encantamento \ encanto \ fórmula mágica
incantatio	encantamento \ feitiço
incanto	encantar
incapacito	incapacitar
incarnatio	encarnação \ encarnação
incedo	andar
incendarius	incendiário
incendere	acender \ atear
incendium	incêndio \ fogo \ lume \ incêndio
incendo	atear fogo \ queimar \ incendiar \ estimular
incenis	esfomeado \ faminto \ famélico
incensorium	incensário
incensum	incenso \ incenso
inception	início \ a origem
inceptor	novato \ iniciante
inceptum	começo \ início \ princípio \ projeto
incertus	incerto \ duvidoso \ indeciso
incessus	andar
incestare	contaminar
incestum	incesto
incestus	incesto
inchoare	começar \ iniciar
incidere	demolir
incido	cortar \ incisar \ acontecer
incilius periglenes	sapo-dourado
incipere	começar \ iniciar
incipiens	incipiente
incipio	começar \ iniciar
incipit	incipit
incisio	cólica \ dor cortante
incisivus	incisivo
incita	vai \ vamos
incitare	incitar
incitate	vai \ vamos
incito	provocar \ incitar \ encorajar
inclavatura et exclavatura	enclave
inclinatio orbitalis	inclinação axial \ inclinação
inclino	inclinar
includere	incluir
inclusus	eremita \ ermitão
inclutus	afamado \ célebre \ famigerado
incognitus	desconhecida \ desconhecido \ incógnito
incola	habitante \ residente \ morador
incolere	habitar \ morar \ residir
incolo	habitar \ habitar em \ residir em
incolumis	são e salvo
incommoditas	inconveniente
incommodum	inconveniente
incommodus	inconveniente
incommutabilis	imutável
incomparabilis	incomparável
incompertus	desconhecida
incompletus	não inteiramente cheio
incomprehensibilis	incompreensível
inconditus	irregular
inconstans	inconsistente \ inconstante
incontinens	incontinente
incontragingente	legislacao
inconueniens	desapropriado
inconversibilis	irreversível
incoronatio	consagração \ coroação
incorporalis	incorporado
incorporatio	incorporação
incorporeus	incorporado
incorporo	incorporar
incrasso	engordar
incredibile	inacreditável
incredibilis	incrível \ inacreditável
incrementum	crescimento \ incremento
increpo	repreender
incruentus	incruento
incrustatio	incrustação
incubare	chocar \ incubar
incubo	íncubo \ pesadelo
incubus	pesadelo \ íncubo
inculturatio	inculturação
incunabula	fralda \ lugar do nascimento \ incunábulo
incuriosus	negligente
incursio	invasão
incursio magna	invasão \ invasão
incus	bigorna \ incude \ bigorna
incusativus	acusativo
indagatio	busca
indaudio	desconhecer
inde	daí \ dali \ daqui
indecens	indecente
indecl	cinco \ mil \ seis
indeclinabile	indeclinável \ invariável
indeclinabilis	indeclinável \ invariável
indeclivis	inclinável
indefensus	desprotegido \ indefeso
indelebilis	inesquecível
indelectatus	descontente
indemnis	indemne
independens	independente
independentia	independência
independentium civitatum foederatio	comunidade dos estados independentes
inderectiare	endereçar
indevitatus	inelutável \ inevitável
index	índice \ dedo indicador \ indicador
index ducum respublicae venetae	doge de veneza
index imperatorum romanorum	lista de imperadores romanos
index librorum prohibitorum	index librorum prohibitorum
index musculorum hominis	sistema muscular
index nomorum graeciae	periferias da grécia
index praefecturarum iaponiae	prefeituras do japão
index praesidentium brasiliae	lista de presidentes do brasil \ presidente do brasil
index praesidentium rei publicae francicae	lista de presidentes de frança
index principum regumque nederlandiae	casa de orange-nassau \ lista de reis dos países baixos
index regionum	estados da alemanha
index regum cypri	reino do chipre
index regum praesidumque bulgariae	anexo:lista de presidentes da bulgária
index regum praesidumque graeciae	anexo:lista de presidentes da grécia
index regum praesidumque serbiae	anexo:lista de presidentes da sérvia
index regum sueciae	lista de reis da suécia
index secretariorum generalium consociationis nationum	secretário-geral das nações unidas
index successuum musicorum	parada musical
index verborum	dicionário \ array associativo
indi americani	povos ameríndios
india	índia \ índia \ república da índia
indiana	indiana
indianapolis	indianápolis
indicabilis	indicativo \ indicador
indicativum	indicativo
indicativus	indicativo \ modo indicativo
indicium	informação \ apontador \ indício \ pista
indico	indicar \ querer dizer
indictio	imposto \ taxa
indicum	anil \ indigo \ índigo
indie	boitatá
indifferentia	igualdade
indigena	aborígena \ indígena \ relativo ao país mesmo \ povo indígena
indigenus	indígena \ nativo
indigere	precisar
indigestion	indigestão
indignatio	indignação
indignus	impróprio \ inadequado \ inapto
indimensus	inumerável
indissolubilis	insolúvel
indium	índio \ índio
individualis	individual
individualismus	individualismo
individuum	indivíduo
individuus	inseparável
indo	introduzir
indoctrino	doutrinar \ endoutrinar
indoctus	incompetente
indoiranicus	indo-iranianas
indolentia	indolência
indoles	disposição \ gênio \ qualidade inata
indomabilis	indomável
indominus rex	indominus rex
indonesia	indonésia \ indonésia
indrus montanelli	indro montanelli
inducere	causar
induco	induzir \ introduzir
inductio	aplicativo
inductio plena	indução matemática
inductorium	indutor \ indutor
inducula	anágua \ anágua
indulgens	indulgente
indulgentia	gentileza \ indulgencia \ indulgência \ indulgência
indumentarium	guarda-roupa \ vestiário
indumentum	roupa \ vestuário
induo	pôr \ vestir
induperator	imperador
induro	solidificar
indus	indus \ hindu \ rio indo
indusia	lingerie \ roupa interior
indusium	camisa
industria	indústria \ laboriosidade \ indústria
industriae conversio	revolução industrial
industriae oecologia	ecologia industrial
industrialis	industrial
industrializatio	industrialização
industrius	diligente \ industrialista
indutia	armisticio
indutiae	armistício
indutias	armisticio
induviae	vestuário
inebriare	intoxicar
inebrio	intoxicar
inedia	fome
ineditus	inédito
ineffabilis	indescritível
inefficaciter	debalde \ em vão \ inutilmente
ineffugibilis	inelutável \ inevitável
ineluctabilis	inelutável \ inevitável
ineo	entrar \ começar \ iniciar
ineptia	tolice
ineptudo	estupidez
ineptus	de mau gosto \ tolo
iners	desajeitado \ desocupado \ inativo
inertia	inércia
inesse in	conter
inevitabilis	inelutável \ inevitável
inexcitus	plácido \ sereno \ tranquilo
inexpedibilis	inelutável \ inevitável
inexpeditus	indisponível \ inacessível
inexpugnabilis	inexpugnável
inexspectate	da cartola \ do nada \ inesperadamente \ à toa
inexspectatus	inesperado \ inopinado
infallibilitas	infalibilidade
infamia	infâmia
infans	criança \ menino \ bebê
infantarius	infanticida
infantia	infância \ mudez \ mutismo
infanticida	infanticida
infanticidium	infanticídio
infantulus	criançinha \ recém-nascido \ bebé
infarctus cordis	infarto agudo do miocárdio \ enfarte agudo do miocárdio \ ataque cardíaco \ infarto do miocárdio \ ataque cardíaco
infarctus cordis acutus	enfarte agudo do miocárdio \ infarto agudo do miocárdio \ ataque cardíaco \ infarto do miocárdio
infarctus myocardii	enfarte agudo do miocárdio \ infarto agudo do miocárdio \ ataque cardíaco \ infarto do miocárdio
infarctus myocardii acutus	enfarte agudo do miocárdio \ infarto agudo do miocárdio \ ataque cardíaco \ infarto do miocárdio
infectio	infecção \ contágio \ contaminação
infectologia	infectologia
infector	tintureiro
infectus	incompleto \ inacabado \ inconcluso \ interminado
infeliciter	infelizmente
inferia	ritos funerários
inferior	inferior
infernalis	infernal
infernu	inferno
infernum	inferno
infernus	inferno \ inferno
infero	levar
inferre	causar
infertile	infértil
infertilis	infértil
inferus	inferno
inficere	envenenar
inficio	mergulhar
infidelis	mouro \ infiel
infidelitas	infidelidade
infidus	pérfido \ traiçoeiro
infigo	impor
infilare	enfiar
infimus	ínfimo
infindo	partir
infinitas	infinito
infinitivus	infinitivo \ infinito \ infinitivo
infinitus	infinito \ inumerável
infirma	fraco
infirmeria	enfermeira
infirmerista	enfermeira \ enfermeiro
infirmeristica	enfermagem
infirmerius	enfermeiro
infirmitas	doença \ fraco \ fraqueza
infirmo	enfraquecer \ infirmar
infirmor	enfraquecer
infirmum	fraco
infirmus	fraco \ doente \ débil
infitiae	negação
infitialis	negativo
infitiatio	negação
infitior	contradizer \ desdizer
inflammatio	inflamação \ inflamação
inflammatorius	inflamatório
inflare	inchar \ incharse \ intumescer
inflatio	inflação \ inflação
inflatus	inspiração \ rajada
inflecto	inflar
inflexio	postura
inflo	inchar \ tocar \ inflar
inflorescentia	inflorescência
infloresco	começar a florescer \ desabrochar
influentia	gripe \ constipação \ resfriado \ gripa \ gripe
influentia porcina	gripe suína
influxio	influxo \ influência
influxus	constipação \ gripe \ resfriado \ gripa
infodio	enterrar \ soterrar
informatica	ciência da computação \ informática
informatio	esboço \ informação \ conceito \ informação
informatio genetica	bioinformática
informationis technologia	tecnologia da informação \ tecnologia da informação
informitas	feiura
infortunatus	infeliz
infra	abaixo \ abaixo de \ por baixo \ debaixo
infragilis	resistente
infraordo	infraordem
infraregnum	infrarreino
infrastructura	infraestrutura
infrastructura et superstructura	infraestrutura e superestrutura
infundibulum	funil
infusio	infusão
infusum	infusão \ infusão
ingelramnus	enguerrando
ingelrannus	enguerrando
ingeniaria	engenharia
ingeniaria socialis	engenharia social
ingeniosus	engenhoso \ criativo
ingenium	inteligência
ingens	enorme \ gigantesco \ ingente
ingenue	sinceramente
ingenuitas	franqueza \ sinceridade \ nobreza
ingluvies	boca
ingmar bergman	ingmar bergman
ingrandesco	engrandecer
ingratitudo	ingratidão
ingratus	ingrato
ingredior	entrar
ingressio	entrada
ingressus	entrada
ingrida betancourt	ingrid betancourt
inguarus	igor \ ígor
inguen	partes \ virilha
ingurgito	transbordar
inhabilitas	deficiência
inhabito	habitar
inhaereo	acompanhar \ seguir
inhibeo	parar \ deixar \ passar
inhibere	deixar \ parar
inhonoratus	desonrado
inhonoro	desonrar
inhorresco	estremecer
inhospitalitas	inhospitalidade
inhumanus	inumano \ desumano \ rude \ selvagem
iniectio	injeção
iniera	injera
inimicitia	inimizade
inimicus	inimigo \ adversário \ oponente
inimucus	inimigo
iniquitas	iniqüidade
initialis	inicial \ inicialmente \ original
initiare	começar \ iniciar
initiator	iniciante \ novato
initio	começar \ iniciar
initium	começo \ princípio \ início
initus	começo \ início \ princípio
iniuria	ferimento \ trauma físico
iniuriosus	injuriante \ injurioso \ injustamente \ insultante
injectare	injetar
injuria	dano \ mal \ prejuízo
inlido	esmagar
inmitto	permitir
innitor	apoiar-se, estribar-se, arrimar-se
innocens iii	antipapa inocêncio iii
innocentius i	papa inocêncio i
innocentius ii	papa inocêncio ii
innocentius iii	papa inocêncio iii
innocentius iv	papa inocêncio iv
innocentius ix	papa inocêncio ix
innocentius v	papa inocêncio v
innocentius vi	papa inocêncio vi
innocentius vii	papa inocêncio vii
innocentius viii	papa inocêncio viii
innocentius x	papa inocêncio x
innocentius xi	papa inocêncio xi
innocentius xii	papa inocêncio xii
innocentius xiii	papa inocêncio xiii
innovatio	inovação
innubo	casar-se
innumerabilis	inumerável
inoblitus	agradecido \ grato
inoboedientia	desobediência
inobsequens	desobediente \ rebelde
inoculatio	inoculação
inoculo	inocular
inopia	pobreza
inopia operarum	desemprego \ desemprego
inopinabilis	inesperado \ inopinado
inops	impotente \ indigente \ pobre
inpello	impelir
inperatrix	imperatriz
inperium	império
inpleo	encher
inquadratura	plano
inquam	recitar
inquietudo	inquietação \ inquietude
inquinatio aëris	poluição atmosférica
inquino	sujar \ conspurcar \ contaminar \ poluir
inquirere	buscar
inquisitio	busca \ exame \ procurar \ informação \ inquisição
