term	translation
mania lalelelor	mania das tulipas
manicoré	manicoré
manie	mania
manierat	comportado
manierism	maneirismo \ maneirismo
manieră	maneira \ jeito \ modo
manifest	manifesto \ evidente \ claro
manifest destiny	destino manifesto
manifesta	manifestar \ declarar
manifestant	manifestante
manifestare	manifestação
manifestaţie	manifestação
maniheism	maniqueísmo
manila	manila \ manila
manioc	mandioca \ aipim
manipula	manipular \ manusear
manipulare	operação de manutenção
manipulare psihologică	manipulação psicológica
manipulare în presă	manipulação da mídia
manipulator	manipulador \ manipulativo
manipur	manipur
manitoba	manitoba
manivelă	manivela \ manivela
manlleu	manlleu
manly p. hall	manly palmer hall
manmohan singh	manmohan singh
mannheim	mannheim \ mannheim
manometru	manômetro
manresa	manresa
mansardă	mansarda \ sótão \ trapeira \ água-furtada \ sótão \ mansarda
manta	manto \ capa \ manta
mantaua pământului	manto
mantel	mantel
mantenópolis	mantenópolis
manticora	manticora
mantie	manto
mantisă	mantissa
mantova	mântua
mantă de ploaie	capa de chuva
manu	manu
manual	manual \ compêndio \ apostila
manual de identitate vizuală	manual gráfico
manuale școlare	manual escolar
manubriul sternal	manúbrio \ manúbrio
manubriul sternului	manúbrio
manuel	manuel
manuscript	manuscrito
manuscris	manuscrito
manuscrisele de la marea moartă	pergaminhos do mar morto
manx	manx \ manês \ manquês
manzaneque	manzaneque
mană	maná \ melada
manșetă	punho
mao	mao
mao zedong	mao tsé-tung \ mao tse-tung
maoism	maoísmo \ maoísmo
maori	maori
maoră	maori
mapa	mapa \ mapeamento \ mapear
mapare alternativă de acces	mapeamento alternativo de acesso \ mapeamento de acesso alternativo
mapare aplicații	mapa de aplicativos
mapare date	mapa de dados
mapare gama	curva de gama
mapuche	mapuche
maputo	maputo \ maputo
maqueda	maqueda
mar del plata	mar del plata
mar vermelho	mar vermelho
mara rosa	mara rosa
marabu	marabu
marabá	marabá
marabá paulista	marabá paulista
maracaibo	maracaibo
maracaju	maracaju
maracanaú	maracanaú
maracanã	estádio jornalista mário filho
maracas	maraca
maracay	maracay \ maracay
maracaí	maracaí
maracuia	maracujá
maragogi	maragogi
marahoué	marahoué
maramureș	maramures
maramureșul geografic	maramureş
maranello	maranello
maranhão	maranhão
maranhãozinho	maranhãozinho
maranta	araruta
marapoama	marapoama
marasm	marasmo
marat asasinat	marat assassinado
marat safin	marat safin
marataízes	marataízes
maraton	maratona \ maratona
maratonist	maratonista
maratus	maratus
maravilha	maravilha
maraã	maraã
marbella	marbella \ marbella
marca	marca \ marcar
marca germană	marco alemão
marcaj	marcador \ marcação \ markup
marcaj comunitar de conformitate	marca de conformidade ce
marcaj de delimitare	delimitador de limite \ delimitador de limites
marcaj de selectare	marca de seleção \ marca de verificação
marcaj riglă	marca da régua \ marca de régua
marcaj trunchiere	marca de corte \ marca de recorte
marcaj în document	indicador \ marcador
marcaj în document predefinit	indicador predefinido \ marcador predefinido
marcare antispam	carimbo anti-spam \ carimbo antisspam
marcare antivirus	carimbo antivírus
marcare ca final	marcar como final
marcare drept citite	marcar como lidas \ marcar como lido
marcare izotopică	marcador isotópico
marcare persoană de contact	marcar contacto \ marcar contato
marcare poştă electronică outlook	carimbo postal do outlook \ certificado de correio eletrónico do outlook
marcasită	marcassita \ marcassita
marcator	marcador
marcator de capitol	marca de capítulo \ ponto de capítulo
marcator de date	marcador de dados
marcator tombstone	marca de exclusão
marcellina	marcellina
marcello mastroianni	marcello mastroianni
march	march \ march engineering
marcha real	hino nacional da espanha
marche	marcas \ marche
marche-en-famenne	marche-en-famenne
marchena	marchena
marchiz	marquês
marchizul de sade	marquês de sade
marcian	marciano
marcionism	marcionismo
marco de canaveses	marco de canaveses
marco hietala	marco hietala
marco polo	marco polo
marcomer	marcomer
marcos baghdatis	marcos baghdatís
marcu	marcos \ marco \ marcus
marcă	marco \ marca \ marca registrada \ marca a fogo
marcă comercială	marca \ marca
marcă comercială europeană	marca europeia
marcă comercială înregistrată	marca registada
marcă de țigări	marca de cigarros
marcă pentru versiune	carimbo de versão
marcă poştală	selo
marcă servicii	marca de serviço
marcă înregistrată	marca registrada \ marca
marcări de autor	marcas de autor
mare	grande \ mar \ volumoso \ mar
marea	mar
maree	maré
mareșal	marechal
marfa	mercadoria
marfă	bem \ bens \ mercadoria \ comodidade
margaretă	margarida \ bem-me-quer \ malmequer
margarină	margarina \ margarina
margarita	margarita (bebida)
marghita	marghita
marginalism	revolução marginalista
marginalizare socială	exclusão social
margine	margem \ borda \ beira
margini	sobra
margraf	margrave
marguerite duras	marguerite duras
marguerite yourcenar	marguerite yourcenar
mari	mari \ mari el
mari el	mari el
maria	maria \ maria \ maría
mariager	mariager
mariah carey	mariah carey
mariaj	casamento
mariana	mariana
mariano puerta	mariano puerta
mariazell	mariazell
maribo	maribo
maribondo	maribondo
maribor	maribor \ maribor
maricá	maricá
mariestad	mariestad
marigot	marigot
marijampole	marijampolė
marijuana	maconha \ cânabis \ cannabis
marile lacuri	grandes lagos
marimba	marimba \ balafão
marimbafon	marimba \ balafão \ marimba
marin	marinho \ marítimo \ da marinha
marina	marina
marina regală	marinha real
marinaleda	marinaleda
marinar	marinheiro \ marujo
maringá	maringá
marinha grande	marinha grande
marină	marinha \ marinha \ arte marinha
marină comercială	marinha mercante
marină militară	marinha \ marinha de guerra
marion	marion
marionetă	marionete \ fantoche \ fantoche
marisfeld	marisfeld
maritim	marítimo \ marinho \ da marinha
mariupol	mariupol
marius	mário
mariápolis	mariápolis
marjaliza	marjaliza
marjă comercială	margem comercial
marjă de fluctuație	margem de flutuação
marjă procentuală	margem percentual \ percentagem da margem
marker	marcador \ caneta de feltro \ caneta marca-texto
market	mercado \ marketplace
market-garden	operação market garden
marketing	marketing \ comercialização \ marketing
marketing direct	marketing direto
marketing mix	marketing mix
marketing pe motoare de căutare	palavra-chave
marketing prin parteneriat	marketing afiliado
marketing viral	marketing viral
marketing în parteneriat	marketing de afinidade
markgröningen	markgröningen
marku	marco \ marcos
marloffstein	marloffstein
marlon brando	marlon brando
marmande	marmande
marmeladă	compota \ marmelada \ geléia
marmor	mármore
marmota	marmota
marmotă	marmota
marmura	mármore
marmură	mármore
marna	rio marne
marne	marne
marnă	marga \ marga
maro	castanho \ marrom \ castanha \ bordô \ marrom
maroc	marrocos \ marrocos
marocan	marroquino
marocană	marroquino
maroniu	amarronzado
maroniu-roșcat	marrom-avermelhado
maroua	maroua \ maroua
marrakech	marraquexe \ marrakech \ marráquexe
marrie	marrie
marrubium	marrubium
marrupe	marrupe
mars express	mars express
mars incorporated	mars
marsala	marsala
marsilia	marselha \ marselha
marstal	marstal
marsuin	toninha
marsupial	marsupial
marsupiale	marsupiais \ marsupiais
marta kauffman	marta kauffman
marte	marte \ marte
martes	marta
marth	marth
martie	março \ março \ março
martijn spierenburg	martijn spierenburg
martin	martin \ martinho \ martim
martini	martini
martinica	martinica \ martinica
martinroda	martinroda
martinópolis	martinópolis
martipan	marzipã
martir	mártir \ mártir
martiriza	martirizar
martor	testemunha \ testemunho
martor al lui iehova	testemunha de jeová
martor ocular	testemunha ocular
martor partajare fişiere	testemunha de compartilhamento de arquivos \ testemunho de partilha de ficheiros
martorell	martorell
martorii lui iehova	testemunhas de jeová
marxism	marxismo \ marxismo
maryland	maryland \ maryland
marzling	marzling
marília	marília
marţi	terça-feira
marţipan	marzipã
marș al morții	marcha da morte
marșul lui radetzky	marcha radetzky
marț	março
marțea	terça-feira
marțial	marcial
marțian	marciano
marțipan	marzipã \ marzipã
masa	massagear \ mesa \ quantidade \ volume
masa atomică	massa atômica
masa critică	massa crítica
masa electronului în repaus	massa de repouso do elétron
masa monetară	dinheiro circulante
masaccio	masaccio
masacru	massacre
masacrul de la katyń	massacre de katyn
masaj	massagem \ massagem
masar-e scharif	mazar-e sharif
masare	massagem
masca	disfarçar
masca lui zorro	the mask of zorro
mascara	rímel
mascaraque	mascaraque
mascare	disfarce
mascarpone	mascarpone
mascote	mascote
mascul	macho \ masculino \ homem
masculin	masculino \ macho \ viril
masculinitate	masculinidade
masculină	macho \ masculina \ masculino
mascur	barrão \ cachaço
mască	máscara \ máscara
mască binară	bitmask \ máscara de bits
mască contra gazelor	máscara respiratória
mască de acces	máscara de acesso
mască de adresă	máscara de endereço
mască de afinitate	máscara de afinidade
mască de gaze	máscara de gás
mască implicită de subreţea	máscara de sub-rede padrão \ máscara de sub-rede predefinida
mască subreţea particularizată	máscara de sub-rede personalizada
masegoso	masegoso
maselheim	maselheim
maser	maser \ maser
maseru	maseru
maseur	massagista \ massageador
maseuză	massagista \ massageador
mashup	mashup \ aplicação híbrida
masina de cusut	máquina de costura
masiv	massivo \ sólido \ em massa \ massa
masivul vinson	maciço vinson
maslu	unção dos enfermos
masochism	masoquismo \ algofilia
masochist	masoquista
masquefa	masquefa
mass-media	meios de comunicação de massas \ meios de comunicação social \ mídia de massa
mass-media comercială	meios de comunicação comerciais
mass-media locală	meios de comunicação locais
massa	massa
massawa	maçuá
masserberg	masserberg
massiel	massiel
massimo ambrosini	massimo ambrosini
massimo oddo	massimo oddo
mastaba	mastaba
masteca	mastigar
master secret	segredo mestre
master secret server	servidor de segredo mestre
masterat	mestrado
mastered	mastered
mastodont	mastodonte
masturba	masturbar \ masturbar-se
masturbare	masturbação \ masturbação \ punheta
masturbator	masturbador
masturbaţie	masturbação \ punheta
masuri anticoncepţionale	contracepção
masā	refeição
masă	mesa \ távola \ massa \ mesa
masă atomică	massa atômica \ massa atômica
masă bugetară	massa orçamental
masă critică	massa crítica
masă de oameni	multidão
masă de prânz	almoço
masă de seară	ceia \ jantar
masă joasă	mesa de centro
masă molară	massa molar
masă moleculară	massa molecular
masă monetară	massa monetária
masă plastică	plástico \ plástico
masă solară	massa solar
mat	xeque-mate \ xeque-mate
mata	mata
mata grande	mata grande
mata hari	mata hari
matanzas	matanzas
mataró	mataró
matchcode	código de correspondência
matcă	matriz \ útero \ abelha-mestra \ abelha-rainha
mate	chimarrão
mate-themes	mate-themes
matei	mateus
matei corvin	matias i da hungria
matelot	marinheiro \ marujo
matematic	matemático
matematica	matemática
matematician	matemático
matematiciană	matemático
matematică	matemática \ matemático
matematică aplicată	matemática aplicada
matematică chimică	química matemática
matematică discretă	matemática discreta
matematică pură	matemática pura
matematică recreativă	matemática recreativa
matera	matera
materia întunecată	matéria escura
material	material \ físico \ matéria \ material
material compozit	compósito
material de construcții	materiais de construção
material de criptare	material para chave \ material para chaves
material de izolare	isolante
material de pictare	material de pintura
material fotografic	película cinematográfica
material nețesut	falso têxtil
material pentru ambalaj	material de embalagem
material propulsant	propelente
material rulant	parque ferroviário \ material circulante
material textil	pano \ tecido \ tecido têxtil \ tecido têxtil
material țesut	pano \ tecido
materiale amorfe	material amorfo
materiale avansate	novos materiais
materiale bituminoase	material betuminoso
materiale compozite	material compósito
materiale de construcție	material de construção
materiale de publicitate	materiais para o anúncio
materiale didactice	material de ensino
materiale plastice	matéria plástica
materiale refractare	materiais refractários
materialism	materialismo \ materialismo
materialism dialectic	materialismo dialético \ materialismo dialético
materialist	materialista
materialistă	materialista
materială	material \ terreno
materie	matéria \ ciência \ material \ disciplina
materie gri	substância cinzenta
materie primă	matéria-prima \ matéria-prima
materie primă secundară	matéria-prima secundária
materie întunecată	matéria escura
materii de origine animală	matéria de origem animal
materii fecale	excremento \ fezes
materii grase din lapte	gordura do leite
matern	materno \ maternal \ nativo
maternitate	maternidade
mateus leme	mateus leme
math rock	math rock
matia	matias
matia apostolul	mateus
matina	matina
matinal	matinal
matinhos	matinhos
mato grosso	mato grosso
mato grosso do sul	mato grosso do sul
mato queimado	mato queimado
matola	matola
matosinhos	matosinhos
matra	matra
matriarhat	matriarcado \ matriarcado
matrice	matriz \ matriz
matrice asociativă	matriz associativa
matrice ciclică	matriz de ciclo
matrice cu titlu	matriz com título \ matriz com título
matrice de adiacență	matriz de adjacência
matrice de bază	matriz básica
matrice diagonală	matriz diagonal
matrice grilă	matriz de grade \ matriz de grelha
matrice nulă	matriz nula
matrice pătratică	matriz quadrada
matrice simetrică	matriz simétrica
matrice unitate	matriz identidade
matrici permutare	matriz de permutação
matrinchã	matrinchã
matrioşka	matrioshka \ boneca russa
matrix	matrix
matriz de camaragibe	matriz de camaragibe
matriţă	mestre \ forma mestre
matroz	marinheiro \ marujo
matsumoto	matsumoto
matsuo bashō	matsuô bashô
matsushita electric	matsushita
matsuyama	matsuyama
mattel	mattel
matterhorn	matterhorn
matur	maduro \ adulto \ adultos
maturitate	maturidade \ adulto
matutina	matutina
matão	matão
maubeuge	maubeuge
mauern	mauern
maulbronn	maulbronn
maulburg	maulburg
mauna kea	mauna kea
maur	mouro \ moiro
mauri	maure
mauriac	mauriac
mauriciu	maurício i
maurilândia	maurilândia
mauritan	mauritano
mauritania	mauritânia \ mauritânia
mauritană	mauritano
mauritius	maurícia \ maurícia \ maurício
mauriţius	maurícia
mauro baldi	mauro baldi
maus	rato \ mouse \ rato
mausoleu	mausoléu \ mausoléu
mauth	mauth
mauá	mauá
maués	maués
maxentius	magêncio
maxilar	mandíbula \ maxilar
maxilă	osso maxilar
maxim gorki	máximo gorki
maxim litvinov	maksim litvinov
maximal	máximo \ elemento maximal ou minimal
maxime	máxima
maximian	maximiano
maximilian	maximiliano
maximin tracul	maximino trácio
maximizare	maximização
maximum	máximo
maximă	máxima
maxixe	maxixe
maya	maya \ maya
mayenne	mayenne
mazarambroz	mazarambroz
mazare	ervilha
mazurcă	mazurca
mazurek dąbrowskiego	hino nacional da polônia
mazuria	masúria
mazurieni	mazures
mazăre	ervilha
maàt	maet
maçambara	maçambara
maşinã de scris	máquina de escrever
maşină	carro \ máquina \ automóvel \ auto
maşină abstractă	máquina abstrata
maşină virtuală	máquina virtual
maţe	tripas \ entranhas \ intestinos \ vísceras
mașina diferențială	máquina diferencial
mașina pneumatică	antlia \ bomba de ar \ máquina pneumática
mașina timpului	máquina do tempo \ máquina do tempo
mașini agricole	maquinaria agrícola
mașini electrice	máquina eléctrica
mașini simple	máquina simples
mașini-unelte	máquina-ferramenta
mașinist	mecânico
mașină cu abur	máquina a vapor
mașină de calculat	calculadora \ máquina calculadora
mașină de cusut	máquina de costura \ máquina de costura
mașină de luptă a infanteriei	veículo de combate de infantaria
mașină de poliție	viatura
mașină de scris	máquina de escrever \ dactilógrafo \ datilógrafo
mașină de spălat	máquina de lavar \ máquina de lavar roupa
mașină de spălat rufe	máquina de lavar roupa \ máquina de lavar roupa
mașină de spălat vase	lavalouça \ máquina de lavar louça
mașină de timp	máquina do tempo
